Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 1 - Moo Moo Farm	39	0	0	26	40	26	80	80	80	80	80	80	5000	1148	0	1	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	53	78	28	64	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	sandmaggot5	willowisp4	blunderbore4	fingermage3	regurgitator3	doomknight3	vilemother3	vilechild3	megademon3	succubus1	siegebeast1	imp1	succubuswitch1	bloodlord1	bighead7	foulcrow6	goatman7	sk_archer7	putriddefiler1	minion1	overseer1	reanimatedhorde1	frozenhorror1	sandraider6	clawviper6		sandmaggot5	willowisp4	blunderbore4	fingermage3	regurgitator3	doomknight3	vilemother3	vilechild3	megademon3	succubus1	siegebeast1	imp1	succubuswitch1	bloodlord1	bighead7	foulcrow6	goatman7	sk_archer7	putriddefiler1	minion1	overseer1	reanimatedhorde1	frozenhorror1	sandraider6	clawviper6	sandmaggot5	willowisp4	blunderbore4	fingermage3	regurgitator3	doomknight3	vilemother3	vilechild3	megademon3	succubus1	siegebeast1	imp1	succubuswitch1	bloodlord1	bighead7	foulcrow6	goatman7	sk_archer7	putriddefiler1	minion1	overseer1	reanimatedhorde1	frozenhorror1	sandraider6	clawviper6	rat	chicken	bat	bunny	30	30	30	30					0	34	255	Moo Moo Farm	To The Moo Moo Farm	A1L40	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0	0
Act 2 - Town	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	1	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	25	50				1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25																																																																													scorpion	bug	rat	larva	30	30	30	30					0	12	9	Lut Gholein	To Lut Gholein	A2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	1	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	39	64	14	43	75	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					0	13	255	Rocky Waste	To The Rocky Waste	A2L2	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0	0
Act 2 - Desert 2	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	1	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	40	65	15	44	76	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					0	13	11	Dry Hills	To The Dry Hills	A2L3	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0	0
Act 2 - Desert 3	43	1	1			27	80	80	80	80	80	80	-1	-1	0	1	1	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	41	66	16	45	76	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					0	13	13	Far Oasis	To The Far Oasis	A2L4	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0	0
Act 2 - Desert 4	44	1	1			27	80	80	80	80	80	80	-1	-1	0	1	1	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	42	67	17	46	77	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					0	13	14	Lost City	To The Lost City	A2L5	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0	0
Act 2 - Desert 5	45	1	1			27	32	32	32	32	32	32	-1	-1	0	1	1	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	43	68	18	46	77	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					0	13	255	Valley of Snakes	To The Valley of Snakes	A2L6	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0	0
Act 2 - Valley of the Kings	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	1	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	0	0	0	0	1	1	1	0	3800	16	41	66	16	48	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					0	14	17	Canyon of the Magi	To The Canyon of the Magi	A2L7	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	0
Act 2 - Sewer 1 A	47	1	1			29	200	200	200	200	200	200	1500	1000	0	1	1	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	13	38	63	13	43	74	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					0	15	255	Sewers Level 1	To The Sewers Level 1	A2L8	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0	0
Act 2 - Sewer 1 B	48	1	1			30	200	200	200	200	200	200	1500	1300	0	1	1	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	13	38	63	13	43	74	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					0	15	10	Sewers Level 2	To The Sewers Level 2	A2L9	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0	0
Act 2 - Sewer 1 C	49	1	1			31	200	200	200	200	200	200	1500	1600	0	1	1	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	14	39	64	14	44	75	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					0	15	255	Sewers Level 3	To The Sewers Level 3	A2L10	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0	0
Act 2 - Harem	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	1	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	25	50				1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25																																																																													scorpion	bug	rat	larva	30	30	30	30					8	16	255	Harem Level 1	To The Harem Level 1	A2L11	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	1	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	13	47	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2							skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						scorpion	bug	rat	larva	30	30	30	30					8	17	255	Harem Level 2	To The Harem Level 2	A2L12	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0
Act 2 - Basement 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1319	0	1	1	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	51	51	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	13	38	63	13	47	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2							skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						scorpion	bug	rat	larva	30	30	30	30					60	18	15	Palace Cellar Level 1 	To The Palace Cellar Level 1 	A2L13	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1519	0	1	1	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	13	38	63	13	47	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2							skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						scorpion	bug	rat	larva	30	30	30	30					60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	A2L14	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1719	0	1	1	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	13	38	63	13	48	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	1	25	skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2							skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						scorpion	bug	rat	larva	30	30	30	30					60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	A2L15	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Tomb 1 A	55	1	1			37	200	200	200	200	200	200	3000	1000	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	44	78	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	A2L16	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 A	56	1	1			38	200	200	200	200	200	200	3000	1300	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	44	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	A2L17	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 B	57	1	1			39	200	200	200	200	200	200	3000	1600	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	13	45	81	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	A2L18	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 3 A	58	1	1			40	200	200	200	200	200	200	3000	1900	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	64	14	47	82	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	A2L19	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
